,gameId,playId,passLength,offenseFormation,defendersInTheBox,tackleZone_5to10,tackleZone_3to7,tackleZone_2to5,tackleZone_1to3,tackleZone_5to10_blck,tackleZone_3to7_blck,tackleZone_2to5_blck,tackleZone_1to3_blck,YAC,prePenaltyPlayResult
287,2022091100,2159,3.0,SHOTGUN,7.0,2,2,2,2,0,0,0,0,1.0,4
288,2022091105,1968,39.0,SINGLEBACK,7.0,2,2,2,1,0,0,0,0,3.0,42
289,2022091110,673,-1.0,I_FORM,8.0,4,3,2,2,4,4,2,1,4.0,3
290,2022091103,340,2.0,EMPTY,5.0,2,2,2,2,0,0,0,0,7.0,9
291,2022091111,1790,17.0,SHOTGUN,7.0,1,1,1,1,0,0,0,0,24.0,41
292,2022091111,665,3.0,SHOTGUN,6.0,3,3,3,2,0,0,0,0,0.0,3
293,2022091109,2962,5.0,SHOTGUN,6.0,2,2,2,2,0,0,0,0,2.0,7
294,2022091105,3046,13.0,SHOTGUN,6.0,3,3,1,0,0,0,0,0,3.0,16
295,2022091111,2156,13.0,SHOTGUN,6.0,2,2,2,2,0,0,0,0,5.0,18
296,2022091113,1742,6.0,SHOTGUN,6.0,4,3,2,2,0,0,0,0,1.0,7
297,2022091104,2492,9.0,SHOTGUN,6.0,2,2,2,2,0,0,0,0,1.0,10
298,2022091200,3048,2.0,SINGLEBACK,6.0,3,2,2,2,1,0,0,0,2.0,4
299,2022091110,1649,26.0,SHOTGUN,6.0,3,3,2,1,0,0,0,0,0.0,26
300,2022091106,1609,12.0,EMPTY,5.0,3,3,2,2,0,0,0,0,0.0,12
301,2022091108,2297,18.0,SINGLEBACK,7.0,3,3,3,2,0,0,0,0,2.0,20
302,2022091113,3431,-3.0,SHOTGUN,6.0,4,2,2,2,6,3,1,1,0.0,-3
303,2022091101,2341,9.0,SHOTGUN,6.0,4,3,3,0,0,0,0,0,1.0,10
304,2022091111,2464,-3.0,SHOTGUN,6.0,2,1,1,1,0,0,0,0,6.0,3
305,2022091112,2612,-5.0,SHOTGUN,7.0,2,1,1,1,2,0,0,0,14.0,9
306,2022091104,2928,-3.0,SHOTGUN,7.0,3,2,1,1,4,3,3,0,19.0,16
307,2022090800,2688,40.0,SHOTGUN,4.0,2,2,2,2,0,0,0,0,7.0,47
308,2022091109,743,-4.0,SHOTGUN,6.0,3,1,1,1,2,1,1,0,15.0,11
309,2022091110,2287,2.0,EMPTY,4.0,3,2,2,1,1,0,0,0,8.0,10
310,2022091113,923,3.0,SHOTGUN,6.0,5,3,3,3,0,0,0,0,2.0,5
311,2022091101,748,3.0,SHOTGUN,7.0,2,2,2,1,0,0,0,0,2.0,5
312,2022090800,2599,4.0,SHOTGUN,5.0,3,3,3,2,0,0,0,0,2.0,6
313,2022091100,522,-4.0,EMPTY,6.0,4,4,2,2,4,4,2,1,8.0,4
314,2022091109,1944,6.0,SHOTGUN,6.0,3,3,2,2,0,0,0,0,1.0,7
315,2022091108,2559,9.0,SHOTGUN,7.0,2,2,1,1,0,0,0,0,14.0,23
316,2022091113,3407,3.0,SHOTGUN,5.0,2,2,2,1,0,0,0,0,10.0,13
317,2022091109,792,4.0,SHOTGUN,6.0,3,2,2,1,1,1,0,0,5.0,9
318,2022091200,3296,-3.0,SHOTGUN,6.0,2,1,1,1,1,0,0,0,9.0,6
319,2022091108,3227,-6.0,SINGLEBACK,7.0,3,2,1,1,2,2,1,0,14.0,8
320,2022091108,1309,0.0,SINGLEBACK,7.0,2,1,1,1,0,0,0,0,7.0,7
321,2022091100,1485,9.0,SHOTGUN,5.0,3,3,3,2,1,0,0,0,2.0,11
322,2022091110,593,6.0,SHOTGUN,6.0,3,3,3,2,0,0,0,0,1.0,7
323,2022091104,737,11.0,SHOTGUN,7.0,2,2,2,1,0,0,0,0,0.0,11
324,2022091103,388,-4.0,SHOTGUN,5.0,4,3,1,1,2,2,0,0,4.0,0
325,2022091109,1657,-3.0,SINGLEBACK,6.0,3,2,2,2,2,2,1,0,4.0,1
326,2022091200,1028,-3.0,SHOTGUN,6.0,2,2,1,1,0,0,0,0,6.0,3
327,2022091104,1183,8.0,SHOTGUN,6.0,4,4,2,2,1,0,0,0,3.0,11
328,2022091111,1124,5.0,EMPTY,6.0,3,3,3,2,0,0,0,0,0.0,5
329,2022091112,3672,4.0,SHOTGUN,6.0,3,1,1,1,0,0,0,0,8.0,12
330,2022091100,3119,17.0,SHOTGUN,7.0,2,1,1,1,0,0,0,0,9.0,26
331,2022091113,3531,5.0,SHOTGUN,6.0,3,3,3,3,0,0,0,0,0.0,5
332,2022091109,3544,-4.0,SHOTGUN,6.0,4,2,2,1,2,2,1,1,3.0,-1
333,2022091111,3051,-4.0,SHOTGUN,6.0,2,1,1,1,0,0,0,0,20.0,16
334,2022091113,1718,1.0,SHOTGUN,5.0,4,3,2,2,1,0,0,0,0.0,1
335,2022091200,2750,2.0,SINGLEBACK,6.0,3,3,2,2,0,0,0,0,0.0,2
336,2022091112,2267,4.0,EMPTY,5.0,3,2,2,2,1,0,0,0,5.0,9
337,2022091109,383,-4.0,SINGLEBACK,8.0,3,2,1,1,4,2,1,0,27.0,23
338,2022091113,2866,12.0,SHOTGUN,6.0,3,2,2,1,0,0,0,0,1.0,13
339,2022091113,3139,3.0,SHOTGUN,7.0,3,2,1,1,1,1,0,0,4.0,7
340,2022091105,4041,-3.0,SHOTGUN,6.0,1,1,1,1,0,0,0,0,5.0,2
341,2022091100,679,19.0,SINGLEBACK,7.0,3,3,3,2,0,0,0,0,3.0,22
342,2022091104,2228,36.0,SHOTGUN,7.0,2,2,2,2,0,0,0,0,18.0,54
343,2022091105,2544,-3.0,SHOTGUN,6.0,1,1,1,1,0,0,0,0,7.0,4
344,2022091109,4409,3.0,SHOTGUN,6.0,2,2,2,1,0,0,0,0,1.0,4
345,2022091103,4571,25.0,SHOTGUN,6.0,2,2,2,2,0,0,0,0,0.0,25
346,2022091106,859,-3.0,SINGLEBACK,7.0,2,2,2,1,0,0,0,0,7.0,4
347,2022090800,3513,4.0,SHOTGUN,5.0,4,3,2,2,1,0,0,0,0.0,4
348,2022091110,870,23.0,SHOTGUN,6.0,2,2,1,1,0,0,0,0,1.0,24
349,2022091108,2983,6.0,SHOTGUN,7.0,2,2,2,2,0,0,0,0,0.0,6
350,2022091111,256,4.0,SHOTGUN,6.0,3,2,2,2,0,0,0,0,0.0,4
351,2022091106,2261,3.0,SHOTGUN,6.0,2,2,1,1,0,0,0,0,3.0,6
352,2022091100,4307,3.0,EMPTY,3.0,4,2,1,1,1,1,1,0,2.0,5
353,2022091106,3213,5.0,SHOTGUN,4.0,4,3,2,2,1,0,0,0,0.0,5
354,2022091105,4655,-4.0,EMPTY,6.0,2,1,1,1,2,2,1,1,12.0,8
355,2022090800,122,-3.0,SHOTGUN,6.0,4,1,1,1,0,0,0,0,9.0,6
356,2022091105,379,6.0,EMPTY,5.0,3,2,2,2,1,1,0,0,2.0,8
357,2022091100,4266,5.0,SHOTGUN,4.0,4,3,2,1,2,1,1,0,5.0,10
358,2022091111,1761,8.0,EMPTY,3.0,2,2,2,2,0,0,0,0,3.0,11
359,2022091113,465,19.0,SINGLEBACK,6.0,4,3,2,1,1,0,0,0,1.0,20
360,2022091105,2718,6.0,SHOTGUN,6.0,4,3,2,2,1,1,0,0,1.0,7
361,2022091104,2558,3.0,PISTOL,7.0,3,2,2,1,0,0,0,0,4.0,7
362,2022091200,688,1.0,SINGLEBACK,7.0,5,4,3,2,2,2,1,0,0.0,1
363,2022091110,3599,8.0,SHOTGUN,6.0,2,1,1,1,0,0,0,0,0.0,8
364,2022091100,1017,-7.0,PISTOL,7.0,2,1,1,1,0,0,0,0,15.0,8
365,2022091110,569,15.0,EMPTY,6.0,1,1,1,1,0,0,0,0,5.0,20
366,2022091102,364,-4.0,SHOTGUN,6.0,2,2,2,1,2,2,2,0,20.0,16
367,2022090800,593,-1.0,SHOTGUN,6.0,3,3,1,1,1,1,1,0,12.0,11
368,2022091106,1995,12.0,SHOTGUN,6.0,3,2,2,2,1,0,0,0,0.0,12
369,2022091103,4324,4.0,SHOTGUN,6.0,2,2,2,1,0,0,0,0,6.0,10
370,2022091110,2949,-1.0,SHOTGUN,5.0,2,2,1,1,1,0,0,0,4.0,3
371,2022091102,2532,1.0,SHOTGUN,8.0,4,4,3,3,1,1,1,0,2.0,3
372,2022091110,3161,5.0,SHOTGUN,5.0,5,2,1,1,0,0,0,0,9.0,14
373,2022091106,2237,1.0,SHOTGUN,6.0,4,3,2,2,1,0,0,0,1.0,2
374,2022091105,4731,8.0,SHOTGUN,6.0,3,3,3,3,1,1,1,1,1.0,9
375,2022091100,2245,7.0,SHOTGUN,4.0,3,2,2,1,2,2,0,0,3.0,10
376,2022091200,3267,3.0,SHOTGUN,5.0,3,2,2,2,0,0,0,0,4.0,7
377,2022090800,818,-4.0,EMPTY,6.0,2,2,2,1,1,0,0,0,5.0,1
378,2022091103,1405,15.0,EMPTY,5.0,3,2,2,2,0,0,0,0,0.0,15
379,2022090800,1030,10.0,SHOTGUN,5.0,2,2,2,2,1,0,0,0,0.0,10
380,2022091113,1101,9.0,EMPTY,6.0,3,3,2,2,0,0,0,0,4.0,13
381,2022091108,2426,5.0,SHOTGUN,6.0,4,3,2,2,1,0,0,0,0.0,5
382,2022091110,1232,3.0,SHOTGUN,7.0,3,3,2,2,0,0,0,0,4.0,7
383,2022091105,619,-6.0,SHOTGUN,6.0,3,2,1,1,4,1,0,0,17.0,11
384,2022091103,82,4.0,PISTOL,6.0,2,2,2,2,0,0,0,0,1.0,5
385,2022091110,2424,26.0,SINGLEBACK,7.0,3,3,2,1,1,1,0,0,9.0,35
386,2022091111,2212,5.0,EMPTY,5.0,4,2,1,1,0,0,0,0,5.0,10
387,2022091102,3695,0.0,SHOTGUN,6.0,5,3,3,1,2,2,2,2,8.0,8
388,2022091109,3087,-4.0,SINGLEBACK,7.0,2,2,2,1,0,0,0,0,8.0,4
389,2022091104,3204,-3.0,SHOTGUN,6.0,2,1,1,1,2,1,0,0,25.0,22
390,2022090800,1967,3.0,SHOTGUN,6.0,4,3,3,2,0,0,0,0,1.0,4
391,2022090800,3489,4.0,SHOTGUN,5.0,2,1,1,1,1,0,0,0,7.0,11
392,2022091113,732,-2.0,SHOTGUN,7.0,2,2,1,1,1,1,1,0,10.0,8
393,2022091108,2770,5.0,SHOTGUN,7.0,3,3,2,2,0,0,0,0,4.0,9
394,2022091113,2518,9.0,SHOTGUN,7.0,3,2,2,2,0,0,0,0,8.0,17
395,2022091100,2090,11.0,SHOTGUN,6.0,2,2,2,2,0,0,0,0,0.0,11
396,2022091110,2786,2.0,SHOTGUN,7.0,2,2,1,0,0,0,0,0,5.0,7
397,2022091109,1520,16.0,SHOTGUN,6.0,1,1,1,1,0,0,0,0,7.0,23
398,2022091101,3789,10.0,SHOTGUN,7.0,2,2,2,0,0,0,0,0,16.0,26
399,2022091105,4135,4.0,SHOTGUN,6.0,2,1,1,1,0,0,0,0,3.0,7
400,2022091106,3162,36.0,SHOTGUN,6.0,3,3,2,2,0,0,0,0,5.0,41
401,2022090800,438,-1.0,SINGLEBACK,6.0,2,2,1,1,0,0,0,0,5.0,4
402,2022091100,4032,40.0,SHOTGUN,6.0,3,3,3,2,0,0,0,0,0.0,40
403,2022091103,5015,10.0,SHOTGUN,5.0,3,2,2,2,0,0,0,0,-1.0,9
404,2022091107,3718,2.0,PISTOL,7.0,5,2,2,1,0,0,0,0,5.0,7
405,2022091200,156,9.0,PISTOL,7.0,3,3,2,2,0,0,0,0,0.0,9
406,2022091200,1680,-1.0,SHOTGUN,6.0,2,2,1,1,3,3,2,2,14.0,13
407,2022091101,662,-2.0,SHOTGUN,7.0,4,2,2,1,1,1,1,1,4.0,2
408,2022090800,2815,3.0,SHOTGUN,6.0,3,1,1,1,0,0,0,0,7.0,10
409,2022091112,1560,-7.0,SHOTGUN,6.0,3,1,1,1,2,0,0,0,14.0,7
410,2022091103,364,10.0,SHOTGUN,6.0,3,3,3,2,0,0,0,0,8.0,18
411,2022091200,1129,3.0,EMPTY,4.0,3,2,2,2,0,0,0,0,4.0,7
412,2022091103,2907,2.0,SHOTGUN,6.0,5,3,2,1,0,0,0,0,5.0,7
413,2022091103,3779,5.0,SHOTGUN,5.0,3,3,3,2,0,0,0,0,6.0,11
414,2022091101,1077,8.0,SINGLEBACK,7.0,2,2,2,1,0,0,0,0,0.0,8
415,2022091105,1259,1.0,EMPTY,5.0,2,2,1,1,0,0,0,0,2.0,3
416,2022091109,3773,3.0,SHOTGUN,6.0,3,3,3,3,1,1,0,0,0.0,3
417,2022091103,3435,12.0,SHOTGUN,6.0,2,2,2,2,0,0,0,0,0.0,12
418,2022091110,4137,6.0,SHOTGUN,5.0,2,2,2,1,0,0,0,0,4.0,10
419,2022091111,76,1.0,SINGLEBACK,6.0,2,2,2,1,0,0,0,0,0.0,1
420,2022091200,2801,8.0,SHOTGUN,4.0,2,2,2,2,0,0,0,0,1.0,9
421,2022091105,1850,17.0,SHOTGUN,4.0,4,3,3,1,0,0,0,0,1.0,18
422,2022091106,1480,8.0,SHOTGUN,5.0,2,2,2,2,0,0,0,0,0.0,8
423,2022090800,414,-3.0,EMPTY,5.0,3,2,2,1,3,3,2,0,13.0,10
424,2022091102,1133,20.0,SINGLEBACK,7.0,3,3,3,2,0,0,0,0,0.0,20
425,2022091113,131,5.0,SHOTGUN,6.0,3,2,2,2,0,0,0,0,6.0,11
426,2022091103,852,0.0,SHOTGUN,7.0,2,2,2,1,0,0,0,0,12.0,12
427,2022091107,1120,-4.0,SHOTGUN,6.0,3,1,1,1,1,1,0,0,12.0,8
428,2022090800,3407,4.0,SHOTGUN,5.0,3,2,2,2,0,0,0,0,2.0,6
429,2022091100,3446,20.0,SHOTGUN,5.0,3,3,2,2,0,0,0,0,0.0,20
430,2022091200,3628,4.0,SHOTGUN,5.0,3,3,3,2,1,0,0,0,2.0,6
431,2022091111,1484,6.0,SHOTGUN,5.0,3,2,2,1,1,0,0,0,5.0,11
432,2022090800,3576,-1.0,SHOTGUN,6.0,3,2,2,2,5,2,1,1,29.0,28
433,2022091112,3176,0.0,SHOTGUN,6.0,3,2,1,1,1,1,1,0,8.0,8
434,2022091105,2042,2.0,SHOTGUN,6.0,1,1,0,0,1,0,0,0,6.0,8
435,2022091103,2931,4.0,EMPTY,6.0,3,3,3,2,0,0,0,0,0.0,4
436,2022091200,2546,-1.0,SHOTGUN,6.0,2,2,2,2,0,0,0,0,2.0,1
437,2022091105,2817,3.0,SHOTGUN,6.0,3,2,2,1,0,0,0,0,3.0,6
438,2022091200,1241,6.0,SHOTGUN,5.0,4,3,3,1,2,0,0,0,0.0,6
439,2022091102,3859,-4.0,SHOTGUN,4.0,3,2,2,1,2,1,1,0,6.0,2
440,2022091103,3527,0.0,SHOTGUN,7.0,10,8,7,5,7,4,4,3,1.0,1
441,2022091107,1618,2.0,SHOTGUN,6.0,3,3,3,2,0,0,0,0,3.0,5
442,2022091112,275,3.0,SINGLEBACK,7.0,2,2,1,1,0,0,0,0,2.0,5
443,2022091105,3995,4.0,SHOTGUN,6.0,2,1,1,1,0,0,0,0,8.0,12
444,2022091109,1886,4.0,SHOTGUN,5.0,3,2,2,2,1,0,0,0,5.0,9
445,2022091109,359,4.0,EMPTY,5.0,3,3,1,1,1,0,0,0,9.0,13
446,2022091107,301,2.0,EMPTY,5.0,4,4,2,2,2,2,1,1,6.0,8
447,2022091108,1737,7.0,SHOTGUN,3.0,3,1,1,1,0,0,0,0,8.0,15
448,2022091103,3755,1.0,EMPTY,6.0,3,2,1,1,0,0,0,0,8.0,9
449,2022091108,1167,22.0,I_FORM,7.0,2,2,2,2,0,0,0,0,0.0,22
450,2022091107,2791,13.0,SHOTGUN,6.0,3,2,2,2,0,0,0,0,4.0,17
451,2022090800,167,6.0,EMPTY,6.0,4,2,2,2,0,0,0,0,6.0,12
452,2022091110,4099,2.0,SHOTGUN,6.0,3,3,2,1,0,0,0,0,0.0,2
453,2022091109,1096,3.0,SINGLEBACK,7.0,3,3,2,2,1,0,0,0,1.0,4
454,2022091110,1113,6.0,SHOTGUN,6.0,3,3,2,1,1,0,0,0,2.0,8
455,2022091107,1051,15.0,SINGLEBACK,7.0,2,2,2,2,1,0,0,0,0.0,15
456,2022091105,984,-1.0,SHOTGUN,5.0,3,1,1,1,1,0,0,0,12.0,11
457,2022091106,59,9.0,SHOTGUN,8.0,3,3,2,2,0,0,0,0,0.0,9
458,2022090800,3121,6.0,SHOTGUN,6.0,4,2,1,1,0,0,0,0,3.0,9
459,2022091112,2952,6.0,EMPTY,5.0,3,2,2,2,0,0,0,0,1.0,7
460,2022091112,2723,3.0,EMPTY,5.0,3,2,2,2,0,0,0,0,0.0,3
461,2022091104,1871,20.0,SHOTGUN,7.0,2,2,2,2,0,0,0,0,8.0,28
462,2022091110,2978,-5.0,SHOTGUN,5.0,4,3,1,1,3,2,1,0,9.0,4
463,2022091106,1895,4.0,SHOTGUN,7.0,3,3,1,1,0,0,0,0,5.0,9
464,2022091110,1959,4.0,SHOTGUN,6.0,3,3,3,2,1,1,0,0,-1.0,3
465,2022091109,3938,7.0,SHOTGUN,6.0,3,3,3,3,0,0,0,0,0.0,7
466,2022091106,1263,1.0,SHOTGUN,7.0,2,2,2,2,0,0,0,0,1.0,2
467,2022091103,4488,2.0,SINGLEBACK,7.0,2,2,2,2,0,0,0,0,0.0,2
468,2022091108,815,12.0,SINGLEBACK,7.0,3,2,2,1,0,0,0,0,1.0,13
469,2022091106,3023,8.0,SHOTGUN,5.0,2,2,1,1,0,0,0,0,0.0,8
470,2022091103,4300,3.0,SHOTGUN,5.0,4,2,2,1,0,0,0,0,11.0,14
471,2022091100,1231,3.0,I_FORM,7.0,2,2,2,2,0,0,0,0,3.0,6
472,2022090800,2979,52.0,SHOTGUN,5.0,2,2,2,1,0,0,0,0,1.0,53
473,2022091101,3454,47.0,SINGLEBACK,6.0,2,1,1,1,0,0,0,0,28.0,75
474,2022091113,3577,2.0,SHOTGUN,6.0,4,3,2,2,0,0,0,0,3.0,5
475,2022091111,899,19.0,SHOTGUN,6.0,3,3,3,2,0,0,0,0,0.0,19
476,2022091111,2633,5.0,EMPTY,6.0,2,2,2,2,0,0,0,0,5.0,10
477,2022091101,3510,5.0,SINGLEBACK,7.0,2,2,2,2,0,0,0,0,0.0,5
478,2022091109,2425,41.0,SINGLEBACK,6.0,2,2,1,1,0,0,0,0,8.0,49
479,2022091103,1336,8.0,SHOTGUN,6.0,4,4,4,2,1,0,0,0,1.0,9
480,2022091109,4286,7.0,SHOTGUN,6.0,3,2,2,2,0,0,0,0,1.0,8
481,2022090800,1102,-3.0,SHOTGUN,6.0,3,2,2,1,1,0,0,0,5.0,2
482,2022091111,1368,6.0,SHOTGUN,6.0,3,3,3,2,0,0,0,0,6.0,12
483,2022091107,1738,-5.0,SHOTGUN,7.0,3,1,1,1,1,1,0,0,8.0,3
484,2022091107,3601,3.0,SHOTGUN,6.0,3,3,2,2,0,0,0,0,1.0,4
485,2022091200,664,-5.0,EMPTY,6.0,2,2,2,1,0,0,0,0,9.0,4
486,2022091104,4046,4.0,EMPTY,6.0,4,2,2,2,0,0,0,0,1.0,5
487,2022091200,565,5.0,PISTOL,6.0,5,1,1,1,0,0,0,0,8.0,13
488,2022091110,195,-3.0,SINGLEBACK,6.0,4,3,1,1,5,4,3,0,6.0,3
489,2022091110,1394,1.0,SHOTGUN,6.0,3,2,0,0,0,0,0,0,2.0,3
490,2022091112,2699,18.0,EMPTY,6.0,2,1,1,1,0,0,0,0,5.0,23
491,2022091105,1589,17.0,SHOTGUN,6.0,3,1,1,1,0,0,0,0,3.0,20
492,2022091110,649,7.0,SHOTGUN,5.0,4,4,3,0,1,1,0,0,4.0,11
493,2022091110,2720,14.0,SHOTGUN,5.0,2,1,1,0,0,0,0,0,12.0,26
494,2022091112,3152,7.0,EMPTY,5.0,3,3,3,2,0,0,0,0,1.0,8
495,2022091110,1418,-4.0,SHOTGUN,6.0,2,2,1,1,1,1,1,0,7.0,3
496,2022091112,1058,-3.0,SHOTGUN,6.0,3,2,2,2,3,2,2,1,3.0,0
497,2022091105,2369,8.0,SHOTGUN,6.0,3,3,2,1,1,1,0,0,3.0,11
498,2022090800,486,6.0,EMPTY,5.0,4,4,2,2,0,0,0,0,0.0,6
499,2022091109,3962,8.0,SHOTGUN,6.0,2,2,2,2,0,0,0,0,1.0,9
500,2022091200,2038,7.0,SHOTGUN,6.0,3,2,2,1,0,0,0,0,0.0,7
501,2022091104,1436,9.0,SHOTGUN,6.0,5,3,2,2,0,0,0,0,3.0,12
502,2022091110,1908,-1.0,SHOTGUN,6.0,2,2,1,1,0,0,0,0,6.0,5
503,2022091104,2877,5.0,SHOTGUN,7.0,4,2,2,1,0,0,0,0,8.0,13
504,2022091200,1409,-2.0,PISTOL,7.0,2,2,1,1,0,0,0,0,5.0,3
505,2022091105,4707,9.0,SHOTGUN,4.0,3,2,2,2,0,0,0,0,0.0,9
506,2022091108,2273,1.0,SHOTGUN,5.0,3,1,1,1,0,0,0,0,7.0,8
507,2022091110,3623,-5.0,SHOTGUN,5.0,2,1,1,1,0,0,0,0,27.0,22
508,2022090800,2934,1.0,SHOTGUN,6.0,2,2,2,2,0,0,0,0,0.0,1
509,2022091100,3526,19.0,SHOTGUN,6.0,2,2,2,1,0,0,0,0,2.0,21
510,2022091113,2446,3.0,SHOTGUN,6.0,4,4,3,1,0,0,0,0,4.0,7
511,2022091108,3342,-2.0,SHOTGUN,7.0,3,2,2,1,0,0,0,0,5.0,3
512,2022091105,3750,7.0,SHOTGUN,6.0,2,2,2,1,0,0,0,0,8.0,15
513,2022091101,2832,2.0,SINGLEBACK,7.0,3,2,1,1,1,0,0,0,5.0,7
514,2022091104,3572,9.0,SHOTGUN,6.0,3,1,1,1,0,0,0,0,3.0,12
515,2022091102,1406,-3.0,SHOTGUN,5.0,4,3,3,2,3,2,2,2,8.0,5
516,2022091113,2470,9.0,SHOTGUN,7.0,2,2,2,2,0,0,0,0,1.0,10
517,2022091107,1165,-3.0,SHOTGUN,6.0,3,2,1,1,0,0,0,0,9.0,6
518,2022091109,1772,4.0,SHOTGUN,8.0,2,1,1,1,0,0,0,0,21.0,25
519,2022091113,1217,1.0,SHOTGUN,5.0,3,2,2,2,1,1,1,0,5.0,6
520,2022091109,483,2.0,SHOTGUN,8.0,2,2,2,1,0,0,0,0,1.0,3
521,2022091106,3337,2.0,SHOTGUN,6.0,2,2,2,2,0,0,0,0,13.0,15
522,2022091104,3391,11.0,SHOTGUN,6.0,3,3,3,2,0,0,0,0,0.0,11
523,2022091102,756,-1.0,I_FORM,7.0,4,2,2,1,4,2,2,1,-1.0,-2
524,2022091106,792,6.0,SHOTGUN,3.0,4,1,1,1,0,0,0,0,3.0,9
525,2022091109,2824,10.0,SHOTGUN,6.0,3,3,2,2,0,0,0,0,0.0,10
526,2022091108,1778,18.0,SHOTGUN,6.0,4,4,4,3,0,0,0,0,-2.0,16
527,2022091102,1631,6.0,SHOTGUN,6.0,3,3,3,3,0,0,0,0,0.0,6
528,2022091108,3688,8.0,SHOTGUN,6.0,2,2,2,2,0,0,0,0,0.0,8
529,2022091110,799,6.0,SHOTGUN,6.0,3,2,2,1,0,0,0,0,3.0,9
530,2022091113,2283,-3.0,SHOTGUN,7.0,3,1,1,1,0,0,0,0,7.0,4
531,2022091105,2887,2.0,EMPTY,6.0,3,2,1,1,1,0,0,0,5.0,7
532,2022091103,4434,18.0,SHOTGUN,5.0,1,1,0,0,0,0,0,0,2.0,20
533,2022091112,3200,0.0,SHOTGUN,6.0,2,2,1,1,0,0,0,0,5.0,5
534,2022091111,2089,4.0,I_FORM,6.0,3,3,2,2,1,1,0,0,1.0,5
535,2022091101,1720,13.0,SINGLEBACK,7.0,3,2,2,2,0,0,0,0,3.0,16
536,2022091103,3825,-2.0,SHOTGUN,5.0,2,2,1,1,0,0,0,0,11.0,9
537,2022091100,783,2.0,SHOTGUN,6.0,4,3,2,2,1,0,0,0,0.0,2
538,2022091200,1851,-3.0,SHOTGUN,4.0,3,2,1,1,3,3,2,1,13.0,10
539,2022091200,2188,-1.0,SINGLEBACK,7.0,4,1,1,1,0,0,0,0,4.0,3
540,2022091103,719,17.0,PISTOL,6.0,3,2,2,1,0,0,0,0,14.0,31
541,2022091113,3455,7.0,SHOTGUN,6.0,3,3,2,2,0,0,0,0,0.0,7
542,2022091108,318,-5.0,SHOTGUN,6.0,3,1,1,1,0,0,0,0,11.0,6
543,2022091106,442,20.0,I_FORM,8.0,2,2,2,1,0,0,0,0,3.0,23
544,2022091100,1928,5.0,SHOTGUN,4.0,5,2,1,1,0,0,0,0,3.0,8
545,2022091104,4075,3.0,SHOTGUN,6.0,2,2,2,2,0,0,0,0,4.0,7
546,2022091110,913,-2.0,SHOTGUN,6.0,6,2,2,1,4,3,1,0,6.0,4
547,2022091105,3094,18.0,SHOTGUN,6.0,3,1,1,1,0,0,0,0,5.0,23
548,2022090800,775,5.0,SHOTGUN,5.0,2,2,2,1,0,0,0,0,1.0,6
549,2022091100,3578,18.0,SHOTGUN,6.0,4,3,3,1,0,0,0,0,2.0,20
550,2022090800,1230,7.0,SHOTGUN,6.0,3,2,2,2,2,0,0,0,5.0,12
551,2022091111,451,0.0,I_FORM,8.0,2,2,2,2,0,0,0,0,1.0,1
552,2022091103,3389,4.0,EMPTY,4.0,4,3,2,2,0,0,0,0,7.0,11
553,2022091112,1584,5.0,SHOTGUN,6.0,2,1,1,1,0,0,0,0,6.0,11
554,2022091101,85,-7.0,SHOTGUN,6.0,3,2,2,2,2,2,1,0,2.0,-5
555,2022091200,1579,22.0,PISTOL,7.0,3,2,1,1,0,0,0,0,3.0,25
556,2022091100,2135,4.0,SHOTGUN,6.0,3,3,3,3,1,0,0,0,2.0,6
557,2022091101,184,2.0,SHOTGUN,7.0,3,2,2,1,1,0,0,0,0.0,2
558,2022091105,1170,6.0,SINGLEBACK,6.0,2,1,1,1,0,0,0,0,22.0,28
559,2022090800,1358,-2.0,EMPTY,7.0,4,3,3,1,4,3,2,1,5.0,3
560,2022091107,1445,-4.0,SHOTGUN,6.0,2,2,1,1,0,0,0,0,10.0,6
561,2022091111,973,0.0,SINGLEBACK,7.0,5,3,2,2,1,0,0,0,3.0,3
562,2022091104,953,6.0,SHOTGUN,6.0,4,3,2,2,1,0,0,0,10.0,16
563,2022091105,2345,-3.0,I_FORM,6.0,2,1,1,1,3,2,1,0,8.0,5
564,2022091113,1766,47.0,SHOTGUN,4.0,2,2,2,2,0,0,0,0,1.0,48
565,2022090800,1836,-3.0,SHOTGUN,6.0,4,2,2,1,3,1,1,0,2.0,-1
566,2022091107,2987,3.0,SHOTGUN,6.0,4,2,2,2,1,0,0,0,3.0,6
567,2022091110,1163,0.0,SHOTGUN,6.0,3,2,1,1,1,1,0,0,8.0,8
568,2022091102,2132,6.0,SHOTGUN,4.0,2,2,1,1,0,0,0,0,3.0,9
569,2022091103,3147,3.0,PISTOL,6.0,2,2,2,2,0,0,0,0,0.0,3
570,2022091106,3138,8.0,SHOTGUN,5.0,4,4,4,1,0,0,0,0,3.0,11
571,2022091107,2219,-6.0,SHOTGUN,6.0,4,2,2,1,3,2,1,0,6.0,0
572,2022091109,2579,0.0,SHOTGUN,5.0,4,2,2,1,2,2,1,0,6.0,6
573,2022091109,1997,13.0,SHOTGUN,6.0,5,2,2,2,0,0,0,0,2.0,15
574,2022091200,3747,-3.0,SHOTGUN,6.0,4,3,2,2,2,2,2,1,-1.0,-4
575,2022091103,2243,6.0,SHOTGUN,5.0,2,2,2,2,0,0,0,0,0.0,6
576,2022091108,2867,-5.0,SHOTGUN,6.0,2,2,1,1,0,0,0,0,9.0,4
